Date,S&P500,Bond Rate,PrDec,PrInc
2007-09-11,1471.49,3.94,0.14,0.18794866816666667
2007-09-12,1471.56,3.87,0.14,0.1884362247111111
2007-09-13,1483.95,3.99,0.14,0.18892378125555556
2007-09-14,1484.25,3.9,0.14,0.1894113378
2007-09-17,1476.65,3.95,0.138,0.18470607042
2007-09-18,1519.78,3.88,0.136,0.18000080304
2007-09-19,1529.03,3.99,0.134,0.17529553566
2007-09-20,1518.75,3.86,0.132,0.17059026827999998
2007-09-21,1525.75,3.81,0.13,0.1658850009
2007-09-24,1517.73,3.67,0.128,0.16117973351999998
2007-09-25,1517.21,3.62,0.126,0.15647446614
2007-09-26,1525.42,3.67,0.124,0.15176919876
2007-09-27,1531.38,3.69,0.122,0.14706393137999998
2007-09-28,1526.75,3.625,0.12,0.142358664
2007-10-01,1547.04,3.6,0.11909090909090908,0.14509070624545453
2007-10-02,1546.63,3.7,0.11818181818181818,0.1478227484909091
2007-10-03,1539.59,3.795,0.11727272727272726,0.15055479073636363
2007-10-04,1542.84,3.85,0.11636363636363636,0.15328683298181817
2007-10-05,1557.59,3.84,0.11545454545454545,0.15601887522727273
2007-10-08,1552.58,3.835,0.11454545454545455,0.15875091747272727
2007-10-09,1565.15,3.87,0.11363636363636363,0.16148295971818183
2007-10-10,1562.47,3.865,0.11272727272727273,0.16421500196363636
2007-10-11,1554.41,3.91,0.11181818181818182,0.1669470442090909
2007-10-12,1561.8,3.935,0.1109090909090909,0.16967908645454546
2007-10-15,1548.71,4.005,0.11,0.1724111287
2007-10-16,1538.53,4.08,0.11166666666666666,0.17376994758333333
2007-10-17,1541.24,4.16,0.11333333333333334,0.17512876646666667
2007-10-18,1540.08,4.125,0.115,0.17648758535
2007-10-19,1500.63,3.89,0.11666666666666667,0.17784640423333334
2007-10-22,1506.33,3.64,0.11833333333333333,0.17920522311666667
2007-10-23,1519.59,3.74,0.12,0.18056404199999998
2007-10-24,1515.88,3.86,0.12166666666666667,0.18192286088333331
2007-10-25,1514.4,3.86,0.12333333333333334,0.18328167976666665
2007-10-26,1535.28,3.71,0.125,0.18464049864999998
2007-10-29,1540.98,3.82,0.12666666666666668,0.18599931753333332
2007-10-30,1531.02,3.84,0.12833333333333333,0.18735813641666665
2007-10-31,1549.38,3.86,0.13,0.1887169553
2007-11-01,1508.44,3.85,0.13454545454545455,0.1926636698090909
2007-11-02,1509.65,3.82,0.1390909090909091,0.1966103843181818
2007-11-05,1502.17,3.705,0.14363636363636365,0.2005570988272727
2007-11-06,1520.27,3.5,0.1481818181818182,0.20450381333636364
2007-11-07,1475.62,3.58,0.1527272727272727,0.20845052784545454
2007-11-08,1474.77,3.63,0.1572727272727273,0.21239724235454546
2007-11-09,1453.7,3.36,0.1618181818181818,0.21634395686363636
2007-11-12,1439.18,3.28,0.16636363636363635,0.2202906713727273
2007-11-13,1481.05,3.17,0.1709090909090909,0.22423738588181819
2007-11-14,1470.58,3.18,0.17545454545454545,0.2281841003909091
2007-11-15,1451.15,3.36,0.18,0.2321308149
2007-11-16,1458.74,3.315,0.18,0.22830739388000001
2007-11-19,1433.27,3.19,0.18,0.22448397286000002
2007-11-20,1439.7,3.29,0.18,0.22066055184
2007-11-21,1416.77,3.275,0.18,0.21683713082
2007-11-23,1440.7,3.16,0.18,0.2130137098
2007-11-26,1407.22,3.04,0.18,0.20919028878
2007-11-27,1428.23,3.14,0.18,0.20536686776000002
2007-11-28,1469.02,3.055,0.18,0.20154344674
2007-11-29,1469.72,3.075,0.18,0.19772002572
2007-11-30,1481.14,2.96,0.18,0.1938966047
2007-12-03,1472.42,2.885,0.18,0.19597232379
2007-12-04,1462.79,3.07,0.18,0.19804804288
2007-12-05,1485.01,2.96,0.18,0.20012376197
2007-12-06,1507.34,2.98,0.18,0.20219948106
2007-12-07,1504.66,2.98,0.18,0.20427520015
2007-12-10,1515.96,2.96,0.18,0.20635091924
2007-12-11,1477.65,3.02,0.18,0.20842663833
2007-12-12,1486.59,2.97,0.18,0.21050235742
2007-12-13,1488.41,2.87,0.18,0.21257807651
2007-12-14,1467.95,2.81,0.18,0.2146537956
2007-12-17,1445.9,2.78,0.179,0.21324126638000002
2007-12-18,1454.98,2.795,0.178,0.21182873716
2007-12-19,1453.0,2.93,0.177,0.21041620794
2007-12-20,1460.12,2.97,0.176,0.20900367872
2007-12-21,1484.46,2.835,0.175,0.20759114950000002
2007-12-24,1496.45,2.805,0.17400000000000002,0.20617862028
2007-12-26,1497.66,2.9,0.17300000000000001,0.20476609106
2007-12-27,1476.27,3.2,0.17200000000000001,0.20335356184
2007-12-28,1478.49,3.225,0.171,0.20194103262000002
2007-12-31,1468.36,3.075,0.17,0.2005285034
2008-01-02,1447.16,3.08,0.171,0.20205599789
2008-01-03,1447.16,3.14,0.17200000000000001,0.20358349238
2008-01-04,1411.63,3.17,0.17300000000000001,0.20511098687
2008-01-07,1416.18,3.15,0.17400000000000002,0.20663848136000001
2008-01-08,1390.19,3.115,0.175,0.20816597585000002
2008-01-09,1409.13,3.165,0.176,0.20969347034
2008-01-10,1420.33,3.16,0.177,0.21122096483
2008-01-11,1401.02,3.11,0.178,0.21274845932
2008-01-14,1416.25,3.13,0.179,0.21427595381
2008-01-15,1380.95,3.01,0.18,0.2158034483
2008-01-16,1373.2,3.085,0.18,0.21185136203636365
2008-01-17,1333.25,3.085,0.18,0.20789927577272727
2008-01-18,1325.19,3.04,0.18,0.2039471895090909
2008-01-22,1310.5,2.98,0.18,0.19999510324545455
2008-01-23,1338.6,2.79,0.18,0.1960430169818182
2008-01-24,1352.07,2.23,0.18,0.1920909307181818
2008-01-25,1330.61,2.11,0.18,0.18813884445454546
2008-01-28,1353.96,2.3,0.18,0.1841867581909091
2008-01-29,1362.3,2.22,0.18,0.18023467192727272
2008-01-30,1355.81,2.215,0.18,0.17628258566363636
2008-01-31,1378.55,2.205,0.18,0.1723304994
2008-02-01,1395.42,2.14,0.18,0.17402392262727273
2008-02-04,1380.82,1.87,0.18,0.17571734585454546
2008-02-05,1336.64,2.05,0.18,0.1774107690818182
2008-02-06,1326.45,2.17,0.18,0.17910419230909091
2008-02-07,1336.91,2.145,0.18,0.18079761553636364
2008-02-08,1331.29,2.04,0.18,0.18249103876363637
2008-02-11,1339.13,2.1,0.18,0.1841844619909091
2008-02-12,1348.86,2.16,0.18,0.18587788521818183
2008-02-13,1367.21,2.19,0.18,0.18757130844545455
2008-02-14,1348.86,2.25,0.18,0.18926473167272728
2008-02-15,1349.99,2.21,0.18,0.1909581549
2008-02-19,1348.78,2.22,0.1811111111111111,0.1925960105
2008-02-20,1360.03,2.13,0.18222222222222223,0.1942338661
2008-02-21,1342.53,2.17,0.18333333333333332,0.1958717217
2008-02-22,1353.11,2.175,0.18444444444444444,0.19750957730000002
2008-02-25,1371.8,2.14,0.18555555555555556,0.1991474329
2008-02-26,1381.29,2.14,0.18666666666666668,0.20078528850000002
2008-02-27,1380.02,2.11,0.18777777777777777,0.2024231441
2008-02-28,1367.68,2.075,0.18888888888888888,0.20406099970000002
2008-02-29,1330.63,1.93,0.19,0.2056988553
2008-03-03,1331.34,1.855,0.192,0.20860753549
2008-03-04,1326.75,1.785,0.194,0.21151621568
2008-03-05,1333.7,1.635,0.196,0.21442489587000002
2008-03-06,1304.34,1.595,0.198,0.21733357606
2008-03-07,1293.37,1.48,0.2,0.22024225625
2008-03-10,1273.37,1.365,0.20199999999999999,0.22315093644
2008-03-11,1320.65,1.4,0.204,0.22605961663000002
2008-03-12,1308.77,1.3,0.206,0.22896829682
2008-03-13,1315.48,1.44,0.208,0.23187697700999998
2008-03-14,1288.14,1.44,0.21,0.2347856572
2008-03-17,1276.6,1.3,0.209,0.23063060775
2008-03-18,1330.74,1.12,0.208,0.2264755583
2008-03-19,1298.42,0.99,0.207,0.22232050885
2008-03-20,1329.51,0.9,0.206,0.21816545939999998
2008-03-24,1349.88,0.65,0.20500000000000002,0.21401040994999998
2008-03-25,1352.99,0.5,0.20400000000000001,0.20985536049999998
2008-03-26,1341.13,1.015,0.203,0.20570031105
2008-03-27,1325.76,1.255,0.202,0.2015452616
2008-03-28,1315.22,1.27,0.201,0.19739021215
2008-03-31,1322.7,1.25,0.2,0.1932351627
2008-04-01,1370.18,1.35,0.1990909090909091,0.19288510976363635
2008-04-02,1367.53,1.275,0.19818181818181818,0.19253505682727273
2008-04-03,1369.31,1.355,0.1972727272727273,0.1921850038909091
2008-04-04,1370.4,1.365,0.19636363636363638,0.19183495095454545
2008-04-07,1372.54,1.36,0.19545454545454546,0.1914848980181818
2008-04-08,1365.54,1.32,0.19454545454545455,0.1911348450818182
2008-04-09,1354.49,1.36,0.19363636363636363,0.19078479214545455
2008-04-10,1360.55,1.35,0.19272727272727272,0.1904347392090909
2008-04-11,1332.83,1.275,0.19181818181818183,0.19008468627272726
2008-04-14,1328.32,1.235,0.19090909090909092,0.18973463333636365
2008-04-15,1334.43,1.16,0.19,0.1893845804
2008-04-16,1364.71,1.075,0.18727272727272729,0.18771593746363638
2008-04-17,1365.56,1.1,0.18454545454545454,0.18604729452727273
2008-04-18,1390.33,1.115,0.18181818181818182,0.1843786515909091
2008-04-21,1388.17,1.21,0.1790909090909091,0.18271000865454545
2008-04-22,1375.94,1.32,0.17636363636363636,0.18104136571818183
2008-04-23,1379.93,1.27,0.17363636363636364,0.17937272278181818
2008-04-24,1388.82,1.255,0.1709090909090909,0.17770407984545455
2008-04-25,1397.84,1.2,0.16818181818181818,0.1760354369090909
2008-04-28,1396.37,1.22,0.16545454545454547,0.17436679397272728
2008-04-29,1390.94,1.285,0.16272727272727272,0.17269815103636366
2008-04-30,1385.59,1.33,0.16,0.1710295081
2008-05-01,1409.34,1.44,0.16,0.16840100127272728
2008-05-02,1413.9,1.34,0.16,0.16577249444545455
2008-05-05,1407.49,1.37,0.16,0.16314398761818183
2008-05-06,1418.26,1.465,0.16,0.1605154807909091
2008-05-07,1392.57,1.55,0.16,0.15788697396363638
2008-05-08,1397.68,1.595,0.16,0.15525846713636365
2008-05-09,1388.28,1.63,0.16,0.1526299603090909
2008-05-12,1403.58,1.62,0.16,0.15000145348181818
2008-05-13,1403.04,1.65,0.16,0.14737294665454545
2008-05-14,1408.66,1.75,0.16,0.14474443982727273
2008-05-15,1423.57,1.785,0.16,0.142115933
2008-05-16,1425.35,1.785,0.162,0.14476259931
2008-05-19,1426.63,1.79,0.164,0.14740926562
2008-05-20,1413.4,1.8,0.166,0.15005593193
2008-05-21,1390.71,1.805,0.168,0.15270259824000001
2008-05-22,1394.35,1.825,0.16999999999999998,0.15534926455
2008-05-23,1375.93,1.81,0.172,0.15799593086000002
2008-05-27,1385.35,1.825,0.174,0.16064259717
2008-05-28,1390.84,1.8,0.176,0.16328926348
2008-05-29,1398.26,1.85,0.178,0.16593592979000002
2008-05-30,1400.38,1.855,0.18,0.1685825961
2008-06-02,1385.67,1.865,0.179,0.17100293495000002
2008-06-03,1377.65,1.85,0.178,0.1734232738
2008-06-04,1377.2,1.79,0.177,0.17584361265
2008-06-05,1404.05,1.81,0.176,0.1782639515
2008-06-06,1360.68,1.805,0.175,0.18068429035
2008-06-09,1361.76,1.81,0.17400000000000002,0.1831046292
2008-06-10,1358.44,1.8,0.17300000000000001,0.18552496805
2008-06-11,1335.49,1.85,0.17200000000000001,0.1879453069
2008-06-12,1339.87,1.97,0.171,0.19036564574999998
2008-06-13,1360.03,1.905,0.17,0.1927859846
2008-06-16,1360.14,1.95,0.17090909090909093,0.19162741983636364
2008-06-17,1350.93,1.93,0.17181818181818181,0.19046885507272726
2008-06-18,1337.81,1.94,0.17272727272727273,0.1893102903090909
2008-06-19,1342.83,1.955,0.17363636363636364,0.18815172554545453
2008-06-20,1317.93,1.88,0.17454545454545456,0.18699316078181819
2008-06-23,1318.0,1.86,0.17545454545454545,0.1858345960181818
2008-06-24,1314.29,1.8,0.17636363636363636,0.18467603125454546
2008-06-25,1321.97,1.85,0.17727272727272728,0.18351746649090908
2008-06-26,1283.15,1.795,0.1781818181818182,0.18235890172727273
2008-06-27,1278.38,1.76,0.17909090909090908,0.18120033696363635
2008-06-30,1280.0,1.68,0.18,0.1800417722
2008-07-01,1284.91,1.63,0.182,0.18111287702
2008-07-02,1261.52,1.705,0.184,0.18218398184
2008-07-03,1262.9,1.825,0.186,0.18325508666
2008-07-07,1252.31,1.79,0.188,0.18432619148
2008-07-08,1273.7,1.81,0.19,0.18539729630000001
2008-07-09,1244.69,1.775,0.192,0.18646840112
2008-07-10,1253.39,1.82,0.194,0.18753950594
2008-07-11,1239.49,1.79,0.196,0.18861061076
2008-07-14,1228.3,1.63,0.198,0.18968171558
2008-07-15,1214.91,1.57,0.2,0.1907528204
2008-07-16,1245.36,1.425,0.1975,0.18917030199166665
2008-07-17,1260.32,1.375,0.195,0.18758778358333333
2008-07-18,1260.68,1.345,0.1925,0.186005265175
2008-07-21,1260.0,1.39,0.19,0.18442274676666667
2008-07-22,1277.0,1.42,0.1875,0.18284022835833333
2008-07-23,1282.19,1.38,0.185,0.18125770995
2008-07-24,1252.54,1.5,0.1825,0.17967519154166667
2008-07-25,1257.76,1.545,0.18000000000000002,0.17809267313333332
2008-07-28,1234.37,1.61,0.17750000000000002,0.176510154725
2008-07-29,1263.2,1.69,0.17500000000000002,0.17492763631666666
2008-07-30,1284.26,1.665,0.17250000000000001,0.17334511790833335
2008-07-31,1267.38,1.68,0.17,0.1717625995
2008-08-01,1260.31,1.67,0.17,0.1718690149090909
2008-08-04,1249.01,1.635,0.17,0.17197543031818183
2008-08-05,1284.88,1.63,0.17,0.17208184572727273
2008-08-06,1289.19,1.66,0.17,0.17218826113636362
2008-08-07,1266.07,1.71,0.17,0.17229467654545455
2008-08-08,1296.32,1.6,0.17,0.17240109195454545
2008-08-11,1305.32,1.63,0.17,0.17250750736363638
2008-08-12,1289.59,1.665,0.17,0.17261392277272727
2008-08-13,1285.83,1.77,0.17,0.17272033818181817
2008-08-14,1292.93,1.825,0.17,0.1728267535909091
2008-08-15,1298.2,1.815,0.17,0.172933169
2008-08-18,1278.6,1.83,0.17,0.17325896166
2008-08-19,1266.69,1.8,0.17,0.17358475432
2008-08-20,1274.54,1.74,0.17,0.17391054698
2008-08-21,1277.72,1.765,0.17,0.17423633964
2008-08-22,1292.2,1.67,0.17,0.1745621323
2008-08-25,1266.84,1.685,0.17,0.17488792496
2008-08-26,1271.51,1.665,0.17,0.17521371762
2008-08-27,1281.66,1.645,0.17,0.17553951027999998
2008-08-28,1300.68,1.675,0.17,0.17586530294
2008-08-29,1282.83,1.64,0.17,0.1761910956
2008-09-02,1277.58,1.7,0.17300000000000001,0.18087991127
2008-09-03,1274.98,1.69,0.17600000000000002,0.18556872693999998
2008-09-04,1236.83,1.65,0.17900000000000002,0.19025754261
2008-09-05,1242.31,1.665,0.18200000000000002,0.19494635827999998
2008-09-08,1267.79,1.65,0.185,0.19963517395
2008-09-09,1224.51,1.64,0.188,0.20432398961999998
2008-09-10,1232.04,1.67,0.191,0.20901280529
2008-09-11,1249.05,1.64,0.194,0.21370162096
2008-09-12,1251.7,1.62,0.197,0.21839043663
2008-09-15,1192.7,1.58,0.2,0.2230792523
2008-09-16,1213.6,1.46,0.20363636363636364,0.22296241757272728
2008-09-17,1156.39,0.81,0.20727272727272728,0.22284558284545455
2008-09-18,1206.51,0.86,0.2109090909090909,0.22272874811818183
2008-09-19,1255.08,0.02,0.21454545454545454,0.2226119133909091
2008-09-22,1207.09,0.07,0.2181818181818182,0.22249507866363638
2008-09-23,1188.22,0.92,0.2218181818181818,0.22237824393636363
2008-09-24,1185.87,0.875,0.22545454545454546,0.2222614092090909
2008-09-25,1209.18,0.8,0.2290909090909091,0.22214457448181818
2008-09-26,1213.27,0.44,0.23272727272727273,0.22202773975454546
2008-09-29,1106.42,0.71,0.23636363636363636,0.22191090502727273
2008-09-30,1166.36,0.83,0.24,0.2217940703
2008-10-01,1161.06,0.45,0.25,0.2283812039181818
2008-10-02,1114.28,0.9,0.26,0.23496833753636365
2008-10-03,1099.23,0.8,0.26999999999999996,0.24155547115454545
2008-10-06,1056.89,0.59,0.27999999999999997,0.2481426047727273
2008-10-07,996.23,0.47,0.29,0.2547297383909091
2008-10-08,984.94,0.41,0.3,0.26131687200909093
2008-10-09,909.92,0.785,0.31,0.26790400562727273
2008-10-10,899.22,0.64,0.31999999999999995,0.27449113924545454
2008-10-13,1003.35,0.58,0.32999999999999996,0.2810782728636364
2008-10-14,998.01,0.21,0.33999999999999997,0.2876654064818182
2008-10-15,907.84,0.21,0.35,0.2942525401
2008-10-16,946.43,0.235,0.3441666666666666,0.2998639590166667
2008-10-17,940.55,0.2,0.3383333333333333,0.30547537793333335
2008-10-20,985.4,0.435,0.3325,0.31108679685
2008-10-21,955.05,0.78,0.32666666666666666,0.3166982157666667
2008-10-22,896.78,1.02,0.3208333333333333,0.32230963468333335
2008-10-23,908.11,1.095,0.315,0.3279210536
2008-10-24,876.77,1.01,0.3091666666666667,0.3335324725166667
2008-10-27,848.92,0.91,0.30333333333333334,0.33914389143333334
2008-10-28,940.51,0.82,0.2975,0.34475531035
2008-10-29,930.09,0.73,0.2916666666666667,0.3503667292666667
2008-10-30,954.09,0.75,0.2858333333333334,0.35597814818333334
2008-10-31,968.75,0.565,0.28,0.3615895671
2008-11-03,966.3,0.375,0.28500000000000003,0.35706921493
